No,Unit,Channel,Year,Month,Views Cummulative,Engaged views,Watch time (hours),Subscribers,Average view duration,Average percentage viewed (%),Videos published,Impressions,Impressions click-through rate (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Subscribers gained,Subscribers lost,Likes,Dislikes,Shares,Comments added,Revenue Cummulative (IDR),Transaction revenue (IDR),Transactions,YouTube Premium (IDR),Watch Page ads (IDR),YouTube ad revenue (IDR),Ad impressions,CPM (IDR),Estimated monetized playbacks,RPM (IDR),Product clicks,Product impressions,Total sales (IDR),Orders,YouTube Premium views,YouTube Premium watch time (hours),Hours streamed,Reminders set,Chat messages,Reactions,Remix count,Remix views,Community clip views,Watch time from community clips (hours),Card clicks,Cards shown,End screen element clicks,End screen elements shown, Total members, Active members, Members gained, Members lost, Canceled memberships, Exit surveys, Average membership tenure (days), Churn rate (%),Lifetime Subscriber/Followers,New Subscribers/Followers,Views Fresh Content, Revenue Fresh Content (IDR), Revenue Fresh Content (USD),"View
 Male (%)","View
 Female (%)","View
 Other (%)",13 - 17 Years,18 - 24 Years,25 - 34 Years,35 - 44 Years,45 - 54 Years,55 - 64 Years,65+ Years
26,IDX Channel,IDX Channel,2026,February,"4,181,207","3,952,035","255,397","7,492",00:03:52,29,"1,307","45,326,122",6,"2,109,868","659,748","1,452,536","1,020,597","431,939","9,955","2,463","37,975","1,160","16,313","14,245","26,811,771",0,92,"3,203,075","23,219,020","42,195,732","3,604,152","11,708","2,601,852","6,782","1,789","233,211","7,030,059",64,"206,465","20,844",746,"1,381","1,426","4,806",0,217,0,0,0,31,"2,763","412,537",,,,,,,,,"1,098,599","7,492","3,520,995","  22,103,000 ",,78.20%,21.80%,0.10%,1.00%,6.20%,28.50%,23.30%,19.20%,14.00%,7.90%
27,IDX Channel,IDX Channel,2026,March,"14,717,328","13,729,784","672,801","18,699",00:02:56,29,"1,750","124,899,528",8,"6,504,587","2,726,772","3,542,728","2,764,577","778,151","22,727","4,028","164,641","4,860","20,526","59,130","61,712,270","75,641",50,"3,325,881","57,513,076","104,504,419","10,598,770","9,860","8,135,568","4,470","1,691","202,615","5,169,239",37,"395,292","25,524",805,"1,287","6,085","8,936",2,"3,465",0,0,0,18,"11,609","1,930,627",,,,,,,,,"1,117,298","18,699","13,982,328","  57,251,409 ",,80.10%,19.80%,0.10%,1.20%,5.60%,29.30%,28.20%,19.80%,11.00%,4.90%
28,IDX Channel,IDX Channel,2026,April,"10,766,415","10,162,640","591,780","11,115",00:03:29,17,"1,118","93,883,486",7,"4,293,066","1,226,732","2,885,837","2,141,821","744,016","14,749","3,634","91,662","3,243","16,003","37,696","43,933,972",0,13,"3,433,968","40,325,214","72,981,168","7,339,542","9,944","5,725,905","4,262",692,"96,035","800,539",10,"304,736","24,890",813,"1,335","4,903",907,2,663,0,0,0,10,"8,649","1,210,455",,,,,,,,,"1,128,413","11,115","9,441,231","  37,233,699 ",,79.50%,20.40%,0.10%,1.20%,6.10%,28.50%,25.50%,19.90%,12.60%,6.20%
29,IDX Channel,IDX Channel,2026,May,"11,136,322","10,553,847","687,481","12,907",00:03:54,31,"1,892","98,538,401",7,"4,213,027","1,217,220","2,861,621","2,035,499","826,122","16,560","3,653","93,509","3,594","21,121","37,459","60,974,538",0,1,"4,432,797","56,339,252","101,038,073","8,827,592","11,446","6,764,790","5,764",135,"14,668","25,694",1,"369,368","33,403",828,"1,389","11,333","4,808",,984,0,0,0,34,"9,664","1,707,911",,,,,,,,,"1,141,320","12,907","10,034,826","  54,617,883 ",,78.30%,21.70%,0.10%,1.30%,6.20%,27.70%,22.40%,19.20%,14.70%,8.50%
30,IDX Channel,IDX CHANNEL,2026,June,"8,413,197","7,795,856","441,312","8,598",00:03:23,31,"1,849","73,298,178",7,"3,392,494","827,176","2,420,048","1,599,776","820,272","11,759","3,161","80,827","2,992","18,298","31,970","44,574,725","42,768",7,"3,570,929","40,613,495","73,725,763","6,130,133","12,027","4,727,466","5,736",115,"10,128","527,178",5,"341,430","25,240",774,"1,619","1,193","1,239",1,846,0,0,0,25,"2,314","593,437",,,,,,,,,"1,149,920","8,598","7,171,862","  36,294,167 ",,78.90%,21.00%,0.10%,1.10%,5.60%,27.00%,23.10%,19.60%,15.00%,8.70%
31,IDX Channel,IDX CHANNEL,2026,July,"8,382,933","7,943,721","458,526","9,400",00:03:27,32,"1,979","80,169,905",7,"3,774,961","881,499","2,655,221","1,687,549","967,672","12,509","3,109","74,925","2,011","24,372","29,891","46,914,288",0,5,"3,558,434","43,132,700","78,376,086","6,410,321","12,227","4,964,539","5,916",115,"9,656","205,115",4,"300,367","25,655",858,"1,766","1,632","7,682",,397,0,0,0,41,"3,368","632,684",,,,,,,,,"1,159,321","9,400","6,982,766","  38,612,558 ",,79.00%,20.90%,0.10%,1.00%,5.40%,26.80%,23.90%,19.90%,14.60%,
32,IDX Channel,IDX CHANNEL,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,IDX Channel,IDX CHANNEL,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,IDX Channel,IDX CHANNEL,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,IDX Channel,IDX CHANNEL,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,IDX Channel,IDX CHANNEL,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,IDX Channel,IDX Channel Insight,2024,January,"75,007","75,007","2,557",189,00:02:02,28,2,"761,739",8,"57,400","43,518","13,882","13,882",0,479,290,519,21,793,106,"418,440",,,,,,,,,,,,"1,534",53,0,0,0,0,,4,0,0,0,0,42,"12,226",,,,,,,,,,,"178,888",189,,  -   ,,,,,,,,,,,
38,IDX Channel,IDX Channel Insight,2024,February,"69,236","69,236","2,693",243,00:02:20,28,4,"708,503",8,"50,127","35,747","14,300","14,300",0,534,291,496,10,708,130,"411,840",,,,,,,,,,,,"1,448",50,,0,,,,,0,0,0,0,39,"7,261",,,,,,,,,,,"179,131",243,,  -   ,,,,,,,,,,,
39,IDX Channel,IDX Channel Insight,2024,March,"235,368","235,368","12,198","1,123",00:03:06,22,7,"1,846,423",10,"156,957","114,899","42,058","42,058",0,"1,486",363,"1,695",36,"1,051",329,"1,191,300",,,,,,,,,,,,"2,363",111,,0,,,,6,0,0,0,0,33,"8,722",,,,,,,,,,,"180,254","1,123",,  -   ,,,,,,,,,,,
40,IDX Channel,IDX Channel Insight,2024,April,"133,770","133,770","7,356",658,00:03:17,25,15,"1,199,341",9,"93,461","64,783","28,678","28,678",0,985,327,"1,049",40,675,183,"693,660",,,,,,,,,,,,"1,891",98,,0,,,,2,0,0,0,0,39,"9,388",,,,,,,,,,,"180,912",658,,  -   ,,,,,,,,,,,
41,IDX Channel,IDX Channel Insight,2024,May,"254,426","254,426","12,510","1,130",00:02:57,28,251,"2,672,265",7,"180,072","130,661","49,411","49,411",0,"1,551",421,"2,432",59,"1,327",508,"1,294,920",,,,,,,,,,,,"6,167",373,,0,,,,,0,0,0,0,236,"26,714",,,,,,,,,,,"182,042","1,130",,  -   ,,,,,,,,,,,
42,IDX Channel,IDX Channel Insight,2024,June,"249,574","249,574","11,742","1,274",00:02:49,32,471,"3,119,207",6,"192,872","143,426","49,446","49,446",0,"1,710",436,"2,637",93,"1,081",616,"1,500,015",,,,,,,,,,,,"5,728",307,,0,,,1,3,0,0,0,0,295,"34,556",,,,,,,,,,,"183,316","1,274",,  -   ,,,,,,,,,,,
43,IDX Channel,IDX Channel Insight,2024,July,"281,350","281,350","14,066","1,514",00:02:59,29,614,"3,569,507",6,"209,054","152,728","56,326","56,326",0,"1,994",480,"3,157",87,"1,437",800,"1,890,570",,,,,,,,,,,,"7,466",577,,0,,,,,0,0,0,11,198,"18,955",,,,,,,,,,,"184,830","1,514",,  -   ,,,,,,,,,,,
44,IDX Channel,IDX Channel Insight,2024,August,"215,254","215,254","8,217",979,00:02:17,29,443,"2,907,970",6,"165,215","118,255","46,960","46,960",0,"1,390",411,"2,065",74,"1,164",297,"1,148,235",,,,,,,,,,,,"4,678",223,,0,,,,,0,0,0,61,262,"29,626",,,,,,,,,,,"185,809",979,,  -   ,,,,,,,,,,,
45,IDX Channel,IDX Channel Insight,2024,September,"275,141","275,141","9,607","1,069",00:02:05,22,447,"3,568,392",6,"197,072","130,114","66,958","66,958",0,"1,551",482,"2,753",92,"1,452",595,"1,299,045",,,,,,,,,,,,"5,984",291,2,0,0,26,,1,0,0,1,61,42,"6,329",,,,,,,,,,,"186,878","1,069",,  -   ,,,,,,,,,,,
46,IDX Channel,IDX Channel Insight,2024,October,"360,456","360,456","13,629","1,685",00:02:16,23,520,"4,730,553",6,"257,143","176,520","80,623","80,623",0,"2,120",435,"3,966",148,"1,873","1,210","1,623,270",,,,,,,,,,,,"8,510",449,,0,,,1,1,0,0,2,62,27,"6,360",,,,,,,,,,,"188,563","1,685",,  -   ,,,,,,,,,,,
47,IDX Channel,IDX Channel Insight,2024,November,"1,320,341","1,320,341","59,190","8,445",00:02:41,16,611,"14,486,390",8,"948,774","776,382","172,392","172,392",0,"9,132",687,"13,549",332,"5,410","3,611","7,030,980",,,,,,,,,,,,"28,675","1,725",237,0,431,754,3,"2,169",0,0,2,135,20,"5,979",,,,,,,,,,,"197,008","8,445",,  -   ,,,,,,,,,,,
48,IDX Channel,IDX Channel Insight,2024,December,"417,853","417,853","19,225","2,222",00:02:45,28,547,"5,478,108",6,"312,515","234,968","77,547","77,547",0,"2,721",499,"4,107",123,"1,742",821,"2,351,415",,,,,,,,,,,,"9,343",498,,0,,,,19,0,0,0,60,25,"4,923",,,,,,,,,,,"199,230","2,222",,  -   ,,,,,,,,,,,
49,IDX Channel,IDX Channel Insight,2025,January,"333,969","333,969","14,107","1,470",00:02:32,22,595,"4,632,591",6,"234,231","141,332","92,899","92,899",0,"1,961",491,"3,469",99,"2,915",841,"1,571,130",,,,,,,,,,,,"9,155",510,,-3,,,,427,0,0,0,144,49,"9,373",,,,,,,,,,,"200,700","1,470","200,119",  -   ,,,,,,,,,,,
50,IDX Channel,IDX Channel Insight,2025,February,"323,524","323,524","15,144","1,412",00:02:48,22,592,"3,819,095",6,"220,307","131,658","88,649","88,649",0,"1,780",368,"3,479",68,"2,098","1,014","1,698,510",,,,,,,,,,,,"9,176",492,,0,,,,1,0,0,0,47,35,"6,633",,,,,,,,,,,"202,112","1,412","148,541",  -   ,,,,,,,,,,,
51,IDX Channel,IDX Channel Insight,2025,March,"297,401","297,334","12,108",950,00:02:26,16,591,"3,478,251",7,"216,037","139,123","76,856","72,348","4,508","1,417",467,"2,729",62,"1,490",676,"1,548,360",,,,,,,,,,,,"5,971",280,,0,,,,4,0,0,0,86,25,"5,917",,,,,,,,,,,"203,062",950,"229,237",  -   ,,,,,,,,,,,
52,IDX Channel,IDX Channel Insight,2025,April,"379,431","373,795","18,110","1,720",00:02:54,17,611,"4,717,516",6,"264,153","163,463","100,543","89,026","11,517","2,200",480,"3,740",94,"1,857","1,098","1,653,300",,,,,,,,,,,,"9,225",608,23,1,5,0,,19,0,0,0,43,20,"3,921",,,,,,,,,,,"204,782","1,720","229,237",  -   ,  -   ,,,,,,,,,,
53,IDX Channel,IDX Channel Insight,2025,May,"287,019","283,426","10,121",963,00:02:08,19,782,"3,535,740",5,"198,387","123,713","74,674","64,129","10,545","1,465",502,"2,942",62,"1,810",716,"723,836",0,0,"32,058","690,200","1,254,907","106,058","11,832","93,654","2,554",0,0,"6,613",290,,-1,,,2,"1,263",0,0,0,11,11,"3,937",,,,,,,,,,,"205,745",963,"137,955","  459,680 ",  27 ,,,,,,,,,,
54,IDX Channel,IDX Channel Insight,2025,June,"573,172","569,097","24,257","3,774",00:02:33,27,597,"6,183,936",7,"433,916","294,777","139,139","126,231","12,908","4,265",491,"6,636",188,"1,595","2,199","2,033,725",0,0,"81,778","1,949,342","3,544,626","367,695","9,640","334,591","3,574",0,0,"11,478",531,,0,,,,12,0,0,0,6,20,"3,404",,,,,,,,,,,"209,519","3,774","450,988","  1,707,140 ",  100 ,,,,,,,,,,
55,IDX Channel,IDX Channel Insight,2025,July,"398,691","344,426","11,631","1,443",00:02:01,19,897,"4,216,451",6,"227,248","136,522","90,726","77,941","12,785","1,890",447,"3,807",110,"1,464",683,"1,379,479",0,0,"80,035","1,288,082","2,360,826","193,790","12,182","166,952","4,005",0,0,"12,967",572,1,6,0,0,1,"1,070",0,0,0,22,10,"3,316",,,,,,,,,,,"210,962","1,443","300,526","  1,120,470 ",  66 ,79.30%,20.70%,,1.40%,8.70%,32.50%,25.40%,17.50%,9.80%,4.70%
56,IDX Channel,IDX Channel Insight,2025,August,"473,865","355,996","12,304","1,319",00:02:03,19,571,"4,098,401",6,"226,349","129,112","97,237","82,932","14,305","1,702",383,"4,865",143,"1,965",916,"1,696,067",0,0,"152,751","1,525,296","2,775,831","184,197","15,070","151,155","4,764",0,0,"23,076","1,037",15,0,13,0,,19,0,0,0,30,13,"2,886",,,,,,,,,,,"212,459","1,319","363,938","  1,215,500 ",  72 ,81.60%,18.40%,0%,0.90%,7.40%,32.10%,26.00%,18.30%,10.20%,5.10%
57,IDX Channel,IDX Channel Insight,2025,September,"983,590","860,891","38,444","4,401",00:02:40,16,405,"8,565,942",7,"559,417","341,089","218,328","195,133","23,195","4,960",559,"11,131",246,"4,608","3,185","5,375,317",0,0,"438,272","4,910,199","8,927,937","645,892","13,823","501,707","6,244",0,0,"52,083","2,925",45,129,593,161,1,"3,488",0,0,0,13,45,"9,989",,,,,,,,,,,"216,678","4,401","895,562","  5,130,260 ",  302 ,84.00%,16.00%,0%,0.50%,6.00%,32.40%,28.20%,18.30%,10.00%,4.50%
58,IDX Channel,IDX Channel Insight,2025,October,"1,006,811","868,042","40,061","4,000",00:02:45,19,423,"7,886,533",7,"604,099","383,624","220,475","198,588","21,887","4,530",530,"12,192",319,"4,078","1,944","5,168,655",0,0,"342,050","4,780,314","8,717,628","582,426","14,968","433,554","5,954",0,0,"43,989","2,410",33,54,290,"1,045",7,"5,763",0,0,0,21,28,"4,533",,,,,,,,,,,"220,678","4,000","631,727","  2,502,910 ",  147 ,79.00%,21.00%,0%,0.60%,5.80%,28.60%,24.70%,18.90%,13.60%,7.70%
59,IDX Channel,IDX Channel Insight,2025,November,"979,697","882,574","34,492","2,947",00:02:20,19,413,"8,438,696",8,"572,935","312,261","260,863","231,877","28,986","3,441",494,"10,308",223,"3,636","2,412","5,560,225",0,0,"446,104","5,088,811","9,255,581","619,846","14,932","482,704","6,300",0,0,"62,514","2,969",57,75,133,128,1,"1,183",0,0,0,18,7,"2,349",,,,,,,,,,,"223,625","2,947","786,911","  4,017,610 ",  236 ,85.40%,14.50%,0%,0.50%,5.10%,30.90%,29.10%,19.10%,10.20%,5.20%
60,IDX Channel,IDX Channel Insight,2025,December,"665,923","613,859","22,630","1,748",00:02:12,22,283,"6,157,818",7,"395,328","195,118","200,741","176,322","24,419","2,199",451,"6,380",117,"3,324","1,312","4,273,675",0,0,"310,462","3,948,003","7,182,664","422,887","16,985","329,948","6,962",0,0,"45,498","2,179",16,46,40,420,1,59,0,0,0,28,7,"1,936",,,,,,,,,,,"225,374","1,749","538,751","  3,029,230 ",  178 ,83.50%,16.50%,0%,0.50%,4.80%,29.90%,30.50%,20.00%,9.70%,4.60%
61,IDX Channel,IDX Channel Insight,2026,January,"693,127","618,289","24,415","1,949",00:02:22,24,361,"6,519,410",6,"367,410","170,420","196,618","164,657","31,961","2,413",464,"8,705",185,"2,898","1,297","3,621,795",0,0,"351,634","3,160,828","5,760,094","390,376","14,755","298,857","5,715",0,0,"49,515","2,530",62,36,359,"1,142",3,"2,932",0,0,4,43,28,"4,402",,,,,,,,,,,"227,322","1,949","566,112","  2,451,051 ",,88.20%,11.80%,0%,0.40%,4.50%,31.10%,29.90%,19.80%,9.80%,4.50%
62,IDX Channel,IDX Channel Insight,2026,February,"821,380","719,496","35,121","3,217",00:02:55,27,466,"6,953,791",6,"409,945","199,995","209,873","165,540","44,333","4,372","1,155","40,596",486,"41,642","33,726","5,215,680",0,0,"542,217","4,638,303","8,424,405","535,318","15,737","375,328","7,245",0,0,"57,872","3,773",43,137,43,148,20,"18,057",0,0,0,33,59,"13,568",,,,,,,,,,,"230,539","3,217","718,906","  4,301,650 ",,83.40%,16.60%,0.00%,0.40%,5.10%,30.90%,28.70%,20.80%,10.00%,4.20%
63,IDX Channel,IDX Channel Insight,2026,March,"1,165,255","1,060,384","39,509","1,869",00:02:14,20,435,"10,776,650",7,"682,749","325,762","316,224","261,391","54,833","2,428",559,"10,835",316,"4,822","3,228","5,698,846",0,0,"597,956","5,053,855","9,188,221","659,463","13,933","486,015","5,497",,,0,0,"90,784","4,512",35,158,97,415,2,99,0,0,0,34,17,"5,256",,,,,,,,,"232,408","1,869","1,048,023","  4,565,087 ",,86.10%,13.90%,0.00%,0.50%,4.20%,29.20%,30.60%,20.60%,10.20%,4.70%
64,IDX Channel,IDX Channel Insight,2026,April,"1,442,383","1,320,158","59,277","2,524",00:02:41,28,321,"11,098,384",7,"795,733","378,708","360,619","296,433","64,186","3,149",625,"13,932",419,"4,703","3,110","6,954,475",0,0,"875,617","6,040,537","10,921,971","819,939","13,320","612,512","5,073",,,0,0,"104,998","6,322",45,147,23,22,2,"1,765",0,0,0,8,7,"4,727",,,,,,,,,"234,932","2,524","1,250,105","  5,602,868 ",,83.50%,16.50%,0.00%,0.70%,4.40%,28.60%,28.40%,21.10%,11.50%,5.40%
65,IDX Channel,IDX Channel Insight,2026,May,"1,475,380","1,355,621","69,927","2,874",00:03:05,24,684,"12,034,558",7,"819,677","396,393","397,381","324,003","73,378","3,455",581,"14,646",433,"5,271","3,433","8,149,607",0,0,"834,057","7,271,097","13,162,554","932,159","14,121","703,012","6,010",,,0,0,"103,730","6,256",46,146,81,50,,16,0,0,0,9,118,"24,337",,,,,,,,,"237,806","2,874","1,282,220","  6,826,333 ",,85.80%,14.20%,0.10%,0.70%,4.50%,29.30%,28.50%,19.80%,11.20%,6.00%
66,IDX Channel,IDX Channel Insight,2026,June,"1,133,851","1,106,375","59,907","2,715",00:03:14,25,517,"11,250,778",7,"646,677","274,665","347,952","267,057","80,895","3,341",626,"10,549",268,"4,592","3,063","9,676,091",0,0,"895,464","8,769,445","15,881,367","926,105","17,149","661,030","8,799",,,0,0,"97,189","6,302",17,123,53,37,,11,0,0,0,9,77,"11,868",,,,,,,,,"240,521","2,715","980,104","  7,889,111 ",,86.60%,13.40%,0.00%,0.50%,4.30%,28.30%,29.30%,20.70%,11.40%,5.50%
67,IDX Channel,IDX Channel Insight,2026,July,"946,315","906,295","40,280","1,795",00:02:39,25,449,"9,184,363",6,"562,513","216,975","288,301","208,865","79,436","2,313",518,"8,414",146,"3,635","1,999","6,840,877",0,0,"637,792","6,186,205","11,238,333","646,374","17,387","463,634","7,701",,,0,0,"75,247","4,507",10,78,3,0,,19,0,0,0,5,16,"5,264",,,,,,,,,"242,316","1,795","789,489","  5,522,679 ",,87.60%,12.30%,0.10%,0.40%,4.50%,30.70%,32.20%,19.60%,8.70%,
68,IDX Channel,IDX Channel Insight,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,IDX Channel,IDX Channel Insight,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,IDX Channel,IDX Channel Insight,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,IDX Channel,IDX Channel Insight,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,IDX Channel,IDX Channel Insight,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,iNews,Buletin iNews GTV,2024,January,"11,490,965","11,490,965","232,988","15,911",00:01:12,35,"1,297","108,060,870",8,"6,583,359","2,203,848","4,379,511","4,379,511",0,"19,589","3,678","83,729","2,007","21,239","30,725","20,983,646",0,0,"336,885","20,593,948","37,443,465","4,203,389","8,908","3,856,463","1,826",0,0,0,0,"120,076","3,460",,0,,,7,"14,367",0,0,0,0,67,"3,331",,,,,,,,,"1,433,628","15,911",,  -   ,,,,,,,,,,,
74,iNews,Buletin iNews GTV,2024,February,"12,305,045","12,305,045","257,737","20,304",00:01:15,43,"1,203","117,193,272",8,"7,117,848","2,494,613","4,621,062","4,621,062",0,"23,997","3,693","59,095","2,267","23,413","32,497","29,537,071",0,0,"298,880","29,180,982","53,056,262","5,966,600","8,892","5,492,546","2,400",0,0,0,0,"130,138","2,975",0,42,0,0,12,"49,871",0,0,0,0,155,"4,970",,,,,,,,,"1,453,932","20,304",,  -   ,,,,,,,,,,,
75,iNews,Buletin iNews GTV,2024,March,"12,499,431","12,499,431","200,697","15,933",00:00:57,40,"1,005","93,727,895",7,"7,362,363","2,481,727","4,880,636","4,880,636",0,"19,359","3,426","60,390","3,664","20,715","17,511","26,543,480",0,0,"189,263","25,805,867","46,919,988","5,094,984","9,209","4,642,569","2,124",0,0,0,0,"113,790","2,065",,0,,,11,"14,776",0,0,0,0,146,"5,034",,,,,,,,,"1,469,865","15,933",,  -   ,,,,,,,,,,,
76,iNews,Buletin iNews GTV,2024,April,"10,766,201","10,766,201","175,418","12,429",00:00:58,47,934,"97,238,406",7,"6,454,605","2,139,776","4,314,829","4,314,829",0,"15,477","3,048","38,918","1,594","12,505","13,586","20,027,902",0,0,"203,746","19,765,651","35,937,580","4,076,461","8,816","3,893,355","1,860",0,0,0,0,"103,002","1,932",,0,,,27,"76,049",0,0,0,0,42,"2,155",,,,,,,,,"1,482,294","12,429",,  -   ,,,,,,,,,,,
77,iNews,Buletin iNews GTV,2024,May,"15,359,498","15,359,498","264,165","16,362",00:01:01,47,"1,182","116,574,248",9,"8,125,969","2,632,825","5,493,144","5,493,144",0,"20,063","3,701","56,496","2,335","19,890","27,483","28,288,636",0,0,"300,745","27,915,710","50,755,854","5,477,975","9,265","5,218,406","1,842",0,0,0,0,"147,621","2,998",,0,,,535,"4,193,756",0,0,0,0,48,"2,982",,,,,,,,,"1,498,656","16,362",,  -   ,,,,,,,,,,,
78,iNews,Buletin iNews GTV,2024,June,"6,906,237","6,906,237","137,736","9,171",00:01:11,42,"1,193","72,509,444",7,"4,332,917","1,389,599","2,943,318","2,943,318",0,"12,512","3,341","27,322","1,059","13,367","11,195","15,591,315",0,0,"185,436","15,392,532","27,986,425","2,912,932","9,608","2,719,561","2,258",0,0,0,0,"68,200","1,728",0,0,0,0,290,"6,769,926",0,0,0,0,46,"2,336",,,,,,,,,"1,507,827","9,171",,  -   ,,,,,,,,,,,
79,iNews,Buletin iNews GTV,2024,July,"6,393,971","6,393,971","127,587","8,249",00:01:11,38,"1,278","67,505,609",7,"4,045,251","1,493,802","2,551,449","2,551,449",0,"11,614","3,365","25,770",964,"12,772","14,177","14,534,374",0,0,"194,262","14,334,262","26,062,742","2,812,455","9,267","2,575,781","2,273",0,0,0,0,"67,968","1,895",,0,,,109,"2,883,598",0,0,0,3,43,"2,577",,,,,,,,,"1,516,076","8,249",,  -   ,,,,,,,,,,,
80,iNews,Buletin iNews GTV,2024,August,"6,373,253","6,373,253","131,603","9,434",00:01:14,38,"1,067","73,890,627",7,"4,107,045","1,438,451","2,668,594","2,668,594",0,"12,690","3,256","27,973","1,036","11,907","11,908","13,628,250",0,0,"185,008","13,437,546","24,494,808","2,651,706","9,237","2,443,196","2,138",0,0,0,0,"77,359","1,842",,0,,,326,"2,800,559",0,0,0,0,51,"3,928",,,,,,,,,"1,525,510","9,434",,  -   ,,,,,,,,,,,
81,iNews,Buletin iNews GTV,2024,September,"6,583,830","6,583,830","152,131","9,958",00:01:23,27,872,"68,306,003",8,"4,094,229","1,399,314","2,694,915","2,694,915",0,"13,208","3,250","27,267","1,148","12,366","12,204","14,897,673",0,0,"227,291","14,664,081","26,661,963","2,964,621","8,993","2,733,969","2,263",6,234,0,0,"74,858","2,012",,0,,,155,"999,338",0,0,0,1,47,"2,334",,,,,,,,,"1,535,468","9,958",,  -   ,,,,,,,,,,,
82,iNews,Buletin iNews GTV,2024,October,"7,282,217","7,282,217","148,810","12,173",00:01:13,33,925,"82,566,228",8,"4,594,998","1,612,810","2,982,188","2,982,188",0,"15,620","3,447","31,567","1,349","13,282","14,285","13,308,455",0,0,"197,478","13,095,022","23,809,228","2,695,430","8,833","2,561,786","1,828",0,8,0,0,"76,750","1,683",,0,,,224,"1,175,892",0,0,0,4,37,"1,867",,,,,,,,,"1,547,641","12,173",,  -   ,,,,,,,,,,,
83,iNews,Buletin iNews GTV,2024,November,"9,158,494","9,158,494","216,780","15,936",00:01:25,43,900,"93,320,264",8,"5,815,172","2,132,176","3,682,996","3,682,996",0,"19,327","3,391","42,192","1,899","14,488","16,359","17,524,024",0,0,"333,904","17,108,045","31,105,569","3,485,137","8,925","3,234,745","1,913",53,"46,860",0,0,"89,075","2,429",2,6,0,1,155,"837,112",0,0,0,5,44,"1,776",,,,,,,,,"1,563,577","15,936",,  -   ,,,,,,,,,,,
84,iNews,Buletin iNews GTV,2024,December,"5,626,546","5,626,546","126,543","9,534",00:01:20,37,"1,249","58,734,978",8,"3,612,910","1,367,776","2,245,134","2,245,134",0,"12,835","3,301","21,224",945,"9,145","8,763","11,325,854",0,0,"189,261","11,110,904","20,201,648","2,294,214","8,805","2,159,133","2,013",19,"17,959",0,0,"49,539","1,414",,0,,,142,"726,514",0,0,1,6,25,"1,566",,,,,,,,,"1,573,111","9,534",,  -   ,,,,,,,,,,,
85,iNews,Buletin iNews GTV,2025,January,"4,582,086","4,582,086","96,609","7,927",00:01:15,34,"1,258","51,392,249",7,"3,074,773","1,211,499","1,863,274","1,863,274",0,"11,126","3,199","16,439",719,"9,192","6,118","5,728,333",0,0,"118,683","5,595,303","10,173,320","1,088,256","9,348","1,053,598","1,250",8,"11,981",0,0,"40,837",958,0,2,0,0,100,"512,532",0,0,10,67,37,"1,712",,,,,,,,,"1,581,038","7,927","1,975,290","  2,063,290 ",  121 ,,,,,,,,,,
86,iNews,Buletin iNews GTV,2025,February,"4,172,545","4,172,545","72,167","6,476",00:01:02,29,925,"46,136,951",7,"2,905,370","1,187,549","1,717,821","1,717,821",0,"8,438","1,962","15,091",577,"8,417","25,849","5,790,379","13,909",1,"129,864","5,617,731","10,214,045","1,077,348","9,481","1,027,490","1,388",9,"5,400",0,0,"41,794",899,,0,,,23,"110,418",0,0,2,9,17,"1,233",,,,,,,,,"1,587,514","6,476","1,477,110","  2,263,720 ",  133 ,,,,,,,,,,
